date,batiment,zone,type_energie,kwh
2024-03-20,Usine_A,Production,gaz,544.35
2023-04-19,Usine_B,Climatisation,electricite,287.28
2024-05-05,Usine_A,Production,electricite,267.61
2024-07-10,Usine_B,Production,electricite,170.22
2023-03-11,Entrepot_Nord,Eclairage,electricite,584.48
2024-08-05,Bureau_Central,Bureaux,electricite,122.05
2023-09-18,Usine_B,Climatisation,electricite,329.64
2024-09-19,Usine_B,Production,gaz,352.25
2023-03-31,Entrepot_Nord,Production,electricite,265.1
2024-02-09,Usine_B,Production,gaz,906.76
2024-12-19,Entrepot_Nord,Production,electricite,442.11
2024-04-17,Entrepot_Nord,Production,electricite,388.93
2024-01-05,Entrepot_Nord,Production,gaz,350.23
2023-09-25,Usine_A,Production,gaz,335.8
2024-02-08,Usine_A,Production,gaz,511.71
2023-07-12,Usine_A,Production,gaz,253.43
2023-09-18,Usine_B,Production,electricite,568.68
2023-04-16,Usine_A,Eclairage,electricite,643.28
2023-06-13,Bureau_Central,Bureaux,gaz,499.52
2023-10-08,Entrepot_Nord,Production,electricite,276.63
2023-08-20,Entrepot_Nord,Production,electricite,372.33
2023-09-28,Usine_B,Production,electricite,542.86
2024-10-10,Bureau_Central,Bureaux,electricite,202.71
2024-04-04,Usine_B,Production,electricite,693.93
2024-09-19,Bureau_Central,Climatisation,electricite,278.34
2024-06-15,Bureau_Central,Bureaux,electricite,445.04
2023-08-17,Usine_B,Climatisation,electricite,283.1
2024-01-30,Entrepot_Nord,Eclairage,electricite,281.14
2023-08-09,Bureau_Central,Climatisation,electricite,746.13
2024-01-03,Usine_A,Eclairage,electricite,415.95
2024-04-16,Entrepot_Nord,Eclairage,electricite,745.37
2024-12-06,Usine_B,Production,gaz,702.69
2023-10-15,Usine_B,Production,gaz,284.98
2024-07-18,Entrepot_Nord,Eclairage,electricite,526.86
2023-10-06,Entrepot_Nord,Production,electricite,738.15
2024-01-22,Bureau_Central,Bureaux,electricite,567.93
2024-06-16,Usine_A,Production,electricite,563.09
2024-08-30,Bureau_Central,Climatisation,electricite,208.87
2024-06-29,Usine_B,Climatisation,electricite,559.39
2023-02-07,Bureau_Central,Climatisation,electricite,49.38
2023-09-04,Usine_B,Production,electricite,471.22
2024-08-22,Entrepot_Nord,Production,electricite,510.95
2024-01-09,Usine_A,Production,gaz,722.99
2023-10-05,Usine_A,Eclairage,electricite,208.24
2023-04-12,Usine_A,Production,electricite,265.54
2023-10-04,Entrepot_Nord,Production,electricite,351.77
2024-02-15,Bureau_Central,Climatisation,electricite,98.51
2023-07-17,Usine_A,Eclairage,electricite,119.31
2023-08-21,Usine_A,Production,electricite,181.05
2024-08-16,Usine_B,Production,electricite,636.3
2023-09-29,Usine_A,Production,electricite,288.23
2023-12-08,Bureau_Central,Climatisation,electricite,155.93
2024-09-13,Bureau_Central,Bureaux,gaz,337.07
2023-02-10,Entrepot_Nord,Production,gaz,990.38
2023-03-05,Usine_B,Production,electricite,505.93
2024-08-24,Entrepot_Nord,Production,electricite,551.93
2024-05-30,Entrepot_Nord,Eclairage,electricite,602.25
2024-10-09,Bureau_Central,Climatisation,electricite,150.69
2024-06-14,Usine_B,Production,electricite,150.49
2024-03-30,Entrepot_Nord,Eclairage,electricite,620.67
2023-01-08,Usine_A,Production,gaz,735.02
2023-07-24,Usine_B,Production,electricite,605.42
2023-11-13,Usine_B,Production,gaz,985.84
2024-05-28,Bureau_Central,Bureaux,electricite,480.49
2023-08-30,Bureau_Central,Climatisation,electricite,439.18
2024-11-17,Usine_A,Production,electricite,388.78
2023-01-04,Entrepot_Nord,Production,gaz,335.25
2024-06-25,Entrepot_Nord,Eclairage,electricite,184.3
2024-11-25,Entrepot_Nord,Production,electricite,553.6
2024-06-13,Usine_A,Production,gaz,497.53
2024-01-01,Bureau_Central,Climatisation,electricite,175.39
2023-08-04,Bureau_Central,Climatisation,electricite,726.42
2023-07-01,Bureau_Central,Climatisation,electricite,565.23
2024-06-22,Usine_A,Production,electricite,325.38
2024-09-01,Usine_B,Production,gaz,193.33
2023-02-08,Usine_B,Production,electricite,748.16
2023-08-24,Entrepot_Nord,Production,electricite,618.49
2023-04-04,Usine_A,Production,gaz,252.7
2024-06-12,Bureau_Central,Climatisation,electricite,385.39
2024-03-29,Usine_A,Production,electricite,652.5
2023-12-23,Usine_B,Production,electricite,143.66
2024-12-14,Bureau_Central,Climatisation,electricite,82.8
2023-01-06,Usine_A,Eclairage,electricite,234.02
2023-09-20,Usine_B,Production,electricite,666.66
2023-03-03,Entrepot_Nord,Production,electricite,704.73
2024-06-13,Usine_B,Production,gaz,226.28
2024-08-07,Entrepot_Nord,Production,electricite,448.97
2023-11-22,Usine_B,Production,electricite,320.52
2024-12-08,Bureau_Central,Bureaux,electricite,538.76
2024-04-27,Entrepot_Nord,Eclairage,electricite,648.07
2023-08-29,Usine_A,Production,gaz,544.69
2023-05-29,Entrepot_Nord,Production,gaz,229.95
2024-03-04,Usine_B,Climatisation,electricite,136.98
2023-06-23,Usine_A,Eclairage,electricite,297.15
2023-02-27,Bureau_Central,Bureaux,electricite,249.97
2023-12-21,Entrepot_Nord,Production,electricite,318.52
2023-03-25,Entrepot_Nord,Production,gaz,534.57
2023-09-20,Bureau_Central,Bureaux,electricite,642.05
2024-11-23,Bureau_Central,Bureaux,gaz,527.99
2024-09-14,Entrepot_Nord,Production,electricite,352.74
2024-12-03,Usine_A,Production,electricite,610.34
2023-11-03,Usine_A,Production,gaz,510.86
2024-06-23,Usine_B,Climatisation,electricite,181.6
2023-06-07,Entrepot_Nord,Eclairage,electricite,279.78
2023-02-15,Usine_B,Climatisation,electricite,183.08
2023-04-30,Bureau_Central,Bureaux,electricite,173.05
2023-09-14,Entrepot_Nord,Production,electricite,250.24
2024-09-19,Usine_B,Production,electricite,198.9
2023-05-18,Usine_B,Climatisation,electricite,204.92
2024-05-13,Usine_A,Production,gaz,187.38
2024-05-31,Bureau_Central,Bureaux,electricite,668.78
2024-05-29,Usine_A,Production,electricite,168.46
2024-02-27,Usine_A,Production,gaz,830.69
2024-02-13,Bureau_Central,Climatisation,electricite,171.3
2023-06-09,Usine_A,Production,electricite,402.54
2023-11-30,Usine_B,Production,electricite,93.08
2023-04-21,Usine_A,Production,electricite,123.95
2023-06-16,Usine_A,Production,electricite,150.67
2024-04-06,Entrepot_Nord,Eclairage,electricite,777.87
2024-11-12,Bureau_Central,Bureaux,electricite,438.85
2024-05-27,Bureau_Central,Climatisation,electricite,262.85
2024-10-26,Bureau_Central,Bureaux,gaz,270.95
2024-03-31,Usine_A,Production,gaz,303.45
2023-08-20,Usine_A,Eclairage,electricite,470.05
2024-12-05,Bureau_Central,Bureaux,electricite,525.19
2023-10-05,Usine_A,Production,electricite,529.82
2023-12-12,Entrepot_Nord,Production,electricite,299.06
2024-05-25,Usine_A,Eclairage,electricite,392.09
2023-07-12,Bureau_Central,Bureaux,electricite,123.14
2024-10-08,Usine_B,Climatisation,electricite,283.49
2023-02-11,Usine_B,Production,electricite,656.53
2024-09-27,Usine_B,Climatisation,electricite,180.38
2023-10-13,Bureau_Central,Bureaux,gaz,370.18
2023-04-30,Entrepot_Nord,Production,gaz,766.76
2024-04-05,Usine_A,Production,electricite,626.04
2023-08-14,Entrepot_Nord,Eclairage,electricite,363.26
2024-08-04,Usine_B,Production,electricite,539.88
2023-06-27,Bureau_Central,Bureaux,electricite,366.54
2024-01-02,Bureau_Central,Bureaux,electricite,272.03
2023-03-27,Usine_B,Production,gaz,361.41
2023-04-23,Bureau_Central,Climatisation,electricite,312.98
2023-01-28,Usine_A,Production,gaz,683.16
2024-08-23,Bureau_Central,Climatisation,electricite,490.24
2024-12-25,Bureau_Central,Climatisation,electricite,-90.78
2023-02-08,Entrepot_Nord,Production,gaz,539.02
2024-05-02,Bureau_Central,Bureaux,electricite,286.24
2024-10-06,Usine_B,Climatisation,electricite,243.04
2024-06-03,Usine_B,Climatisation,electricite,601.33
2024-01-22,Bureau_Central,Climatisation,electricite,58.97
2024-08-26,Usine_A,Production,gaz,201.9
2024-09-25,Bureau_Central,Climatisation,electricite,300.62
2023-11-23,Entrepot_Nord,Production,electricite,652.27
2023-07-29,Usine_A,Eclairage,electricite,
2024-01-01,Usine_B,Production,gaz,1109.63
2024-07-02,Bureau_Central,Climatisation,electricite,202.81
2023-03-20,Usine_A,Production,electricite,373.45
2024-07-07,Usine_A,Eclairage,electricite,500.29
2024-08-29,Bureau_Central,Bureaux,gaz,399.61
2024-01-14,Usine_A,Production,electricite,718.79
2024-09-25,Entrepot_Nord,Production,gaz,615.04
2023-09-13,Entrepot_Nord,Production,electricite,240.67
2024-10-25,Bureau_Central,Bureaux,gaz,803.78
2024-01-02,Bureau_Central,Bureaux,gaz,758.42
2024-09-16,Entrepot_Nord,Eclairage,electricite,330.7
2024-12-07,Usine_A,Production,electricite,137.27
2023-06-20,Usine_B,Production,gaz,521.71
2024-05-09,Usine_B,Production,electricite,377.18
2024-05-05,Usine_A,Production,electricite,267.61
2023-04-16,Entrepot_Nord,Production,gaz,303.72
2023-04-06,Bureau_Central,Bureaux,gaz,788.37
2024-07-11,Entrepot_Nord,Production,electricite,417.83
2024-11-22,Entrepot_Nord,Eclairage,electricite,455.93
2024-03-20,Entrepot_Nord,Production,electricite,542.57
2023-11-02,Bureau_Central,Bureaux,electricite,780.14
2024-05-03,Usine_B,Production,electricite,522.85
2024-02-03,Usine_A,Production,gaz,534.58
2024-12-07,Bureau_Central,Climatisation,electricite,74.13
2023-09-11,Usine_B,Production,gaz,586.91
2023-08-08,Entrepot_Nord,Eclairage,electricite,686.19
2024-06-26,Entrepot_Nord,Eclairage,electricite,690.84
2023-04-05,Usine_A,Production,electricite,696.69
2024-09-05,Bureau_Central,Bureaux,gaz,265.16
2024-01-08,Usine_B,Production,gaz,1116.93
2023-04-03,Usine_B,Production,electricite,667.61
2024-03-25,Bureau_Central,Bureaux,gaz,709.71
2024-04-06,Usine_A,Eclairage,electricite,189.55
2024-08-19,Usine_B,Climatisation,electricite,476.58
2023-01-05,Usine_B,Production,gaz,292.86
2023-09-06,Bureau_Central,Bureaux,gaz,563.95
2023-02-20,Entrepot_Nord,Production,gaz,373.31
2024-04-08,Usine_A,Production,gaz,517.71
2023-03-17,Usine_A,Production,gaz,566.92
2024-11-18,Entrepot_Nord,Production,gaz,335.86
2023-07-19,Usine_B,Production,electricite,548.11
2023-09-07,Entrepot_Nord,Production,electricite,321.71
2024-10-29,Entrepot_Nord,Production,electricite,411.6
2023-03-16,Entrepot_Nord,Eclairage,electricite,304.93
2023-08-25,Usine_B,Climatisation,electricite,530.74
2024-11-08,Usine_A,Eclairage,electricite,781.65
2023-02-10,Usine_A,Production,gaz,767.83
2024-03-13,Usine_B,Production,gaz,542.98
2023-04-03,Usine_A,Eclairage,electricite,507.13
2023-07-10,Entrepot_Nord,Production,gaz,452.5
2024-07-31,Usine_B,Production,gaz,332.12
2024-12-28,Usine_B,Production,electricite,146.94
2023-06-10,Usine_B,Production,gaz,239.41
2023-02-10,Usine_B,Production,electricite,524.88
2023-02-03,Usine_B,Climatisation,electricite,25.01
2023-06-03,Usine_A,Production,electricite,642.19
2023-03-07,Usine_B,Production,electricite,672.57
2023-07-28,Usine_B,Climatisation,electricite,600.79
2024-11-14,Entrepot_Nord,Eclairage,electricite,142.58
2024-09-16,Bureau_Central,Bureaux,gaz,238.97
2024-01-31,Bureau_Central,Bureaux,gaz,793.26
2023-04-04,Bureau_Central,Climatisation,electricite,232.39
2024-07-21,Entrepot_Nord,Production,electricite,399.78
2024-01-04,Usine_A,Production,gaz,547.19
2024-09-14,Usine_A,Eclairage,electricite,495.84
2024-02-09,Usine_B,Production,electricite,678.26
2024-06-09,Entrepot_Nord,Production,electricite,199.36
2024-10-19,Entrepot_Nord,Eclairage,electricite,211.46
2023-07-25,Usine_B,Production,electricite,248.98
2023-08-25,Bureau_Central,Bureaux,gaz,304.13
2023-02-26,Entrepot_Nord,Production,electricite,239.28
2024-02-10,Bureau_Central,Bureaux,gaz,773.2
2023-06-14,Entrepot_Nord,Eclairage,electricite,393.79
2023-09-20,Usine_A,Production,gaz,444.76
2023-05-25,Usine_A,Production,gaz,462.33
2024-03-28,Usine_B,Climatisation,electricite,359.22
2024-07-16,Entrepot_Nord,Production,electricite,378.64
2024-07-13,Usine_B,Production,electricite,501.25
2023-07-07,Bureau_Central,Bureaux,gaz,344.39
2023-01-02,Usine_B,Climatisation,electricite,80.58
2024-07-05,Bureau_Central,Climatisation,electricite,753.06
2024-04-26,Bureau_Central,Climatisation,electricite,328.33
2023-05-15,Usine_B,Climatisation,electricite,423.64
2024-01-08,Entrepot_Nord,Eclairage,electricite,638.51
2023-01-02,Entrepot_Nord,Eclairage,electricite,178.76
2023-12-12,Usine_A,Production,gaz,5744.20630345136
2023-09-14,Bureau_Central,Bureaux,electricite,571.77
2023-06-07,Bureau_Central,Bureaux,electricite,294.73
2023-03-08,Usine_B,Production,electricite,401.69
2023-10-17,Usine_A,Production,gaz,399.92
2023-06-06,Usine_A,Eclairage,electricite,543.34
2023-03-11,Entrepot_Nord,Production,electricite,109.9
2023-09-07,Usine_A,Production,gaz,201.63
2024-11-27,Entrepot_Nord,Production,gaz,1042.45
2023-11-13,Entrepot_Nord,Production,electricite,392.2
2023-08-20,Bureau_Central,Climatisation,electricite,92.02
2024-08-30,Usine_A,Eclairage,electricite,201.57
2024-09-03,Bureau_Central,Climatisation,electricite,372.81
2024-06-11,Usine_B,Production,electricite,618.39
2024-07-17,Entrepot_Nord,Production,electricite,221.57
2023-08-24,Bureau_Central,Bureaux,electricite,453.98
2024-01-14,Usine_A,Production,gaz,347.81
2024-09-09,Usine_B,Production,gaz,191.13
2024-07-10,Usine_A,Production,electricite,394.6
2024-02-27,Entrepot_Nord,Production,electricite,509.92
2024-03-21,Usine_A,Production,electricite,625.3
2024-11-15,Bureau_Central,Bureaux,electricite,487.71
2023-03-21,Entrepot_Nord,Production,electricite,782.27
2023-07-12,Usine_A,Eclairage,electricite,516.77
2024-07-20,Entrepot_Nord,Production,gaz,376.61
2024-09-11,Bureau_Central,Bureaux,gaz,180.9
2024-11-25,Entrepot_Nord,Eclairage,electricite,295.2
2024-04-28,Bureau_Central,Bureaux,gaz,328.28
2024-10-15,Entrepot_Nord,Eclairage,electricite,504.78
2023-04-02,Usine_A,Production,electricite,333.2
2024-02-10,Entrepot_Nord,Eclairage,electricite,614.32
2024-04-27,Bureau_Central,Bureaux,electricite,450.75
2024-01-08,Bureau_Central,Bureaux,electricite,633.86
2023-12-30,Usine_B,Production,electricite,174.71
2023-07-20,Usine_B,Climatisation,electricite,483.6
2024-03-02,Entrepot_Nord,Production,gaz,472.0
2023-06-27,Usine_A,Production,gaz,181.42
2023-05-01,Entrepot_Nord,Production,gaz,228.86
2024-03-14,Bureau_Central,Climatisation,electricite,281.66
2023-06-22,Usine_A,Production,electricite,780.57
2024-12-29,Usine_A,Eclairage,electricite,366.49
2024-01-20,Usine_A,Production,electricite,361.28
2024-10-15,Entrepot_Nord,Production,gaz,427.66
2023-06-29,Usine_A,Production,electricite,203.37
2024-07-15,Entrepot_Nord,Production,electricite,474.06
2024-02-17,Bureau_Central,Climatisation,electricite,53.65
2024-05-21,Bureau_Central,Bureaux,gaz,223.97
2023-03-08,Usine_A,Production,gaz,780.46
2024-11-09,Entrepot_Nord,Production,gaz,609.09
2023-11-16,Bureau_Central,Bureaux,electricite,146.66
2023-02-02,Usine_B,Production,electricite,474.96
2024-06-14,Bureau_Central,Bureaux,electricite,865.61
2023-01-21,Usine_A,Production,electricite,850.29
2024-01-27,Bureau_Central,Climatisation,electricite,178.47
2024-10-22,Usine_A,Production,electricite,511.19
2023-01-08,Bureau_Central,Climatisation,electricite,147.74
2023-12-08,Entrepot_Nord,Production,gaz,1069.77
2024-08-29,Entrepot_Nord,Eclairage,electricite,266.48
2023-02-12,Usine_A,Production,gaz,1154.15
2023-06-04,Usine_A,Eclairage,electricite,239.93
2023-08-17,Usine_A,Eclairage,electricite,618.02
2024-06-24,Usine_B,Production,electricite,156.75
2024-02-18,Usine_A,Eclairage,electricite,281.87
2023-01-26,Entrepot_Nord,Eclairage,electricite,429.47
2023-12-14,Bureau_Central,Bureaux,gaz,647.8
2024-10-31,Usine_A,Production,electricite,346.59
2024-08-24,Usine_A,Eclairage,electricite,353.64
2024-07-20,Usine_B,Climatisation,electricite,336.2
2024-06-04,Usine_B,Climatisation,electricite,364.18
2023-05-20,Usine_B,Climatisation,electricite,105.4
2024-04-03,Entrepot_Nord,Production,electricite,307.03
2024-10-11,Usine_B,Production,electricite,519.76
2024-12-03,Entrepot_Nord,Eclairage,electricite,602.49
2023-08-01,Usine_B,Production,electricite,596.22
2024-11-21,Entrepot_Nord,Production,electricite,174.21
2024-10-02,Usine_A,Production,gaz,271.83
2024-12-26,Usine_B,Climatisation,electricite,102.15
2024-11-06,Usine_B,Production,electricite,653.53
2024-05-02,Usine_A,Eclairage,electricite,211.68
2023-04-14,Usine_B,Climatisation,electricite,499.06
2023-08-03,Usine_B,Production,gaz,478.95
2024-07-08,Usine_B,Production,gaz,190.79
2024-04-01,Entrepot_Nord,Production,electricite,577.88
2023-10-09,Usine_B,Production,gaz,583.38
2023-10-10,Usine_A,Production,gaz,638.85
2023-09-03,Usine_A,Production,gaz,408.39
2024-01-06,Entrepot_Nord,Production,gaz,938.32
2024-08-27,Bureau_Central,Climatisation,electricite,220.79
2024-06-05,Usine_B,Production,gaz,389.92
2023-07-12,Bureau_Central,Climatisation,electricite,458.72
2023-04-14,Entrepot_Nord,Eclairage,electricite,257.18
2024-12-28,Usine_B,Climatisation,electricite,54.72
2023-12-10,Usine_A,Production,electricite,203.54
2023-01-23,Usine_B,Climatisation,electricite,150.29
2023-01-08,Entrepot_Nord,Production,gaz,1061.43
2023-05-17,Usine_A,Production,electricite,550.52
2023-06-01,Bureau_Central,Climatisation,electricite,120.98
2023-07-29,Bureau_Central,Bureaux,electricite,623.49
2023-01-17,Usine_A,Eclairage,electricite,562.37
2023-07-05,Bureau_Central,Bureaux,electricite,588.67
2023-03-29,Usine_B,Production,gaz,758.21
2023-07-26,Bureau_Central,Climatisation,electricite,528.07
2024-09-27,Usine_A,Production,electricite,247.99
2023-12-21,Usine_B,Production,gaz,344.42
2024-10-03,Usine_A,Production,electricite,261.02
2023-07-01,Usine_A,Production,gaz,459.8
2023-01-03,Bureau_Central,Bureaux,gaz,322.15
2023-12-22,Usine_B,Production,gaz,475.86
2023-08-15,Bureau_Central,Bureaux,electricite,486.25
2023-10-14,Bureau_Central,Bureaux,gaz,358.76
2023-04-07,Usine_B,Production,electricite,445.65
2024-03-18,Entrepot_Nord,Production,gaz,645.52
2023-01-13,Entrepot_Nord,Production,gaz,354.33
2024-09-21,Usine_A,Eclairage,electricite,782.8
2023-02-02,Usine_A,Production,electricite,440.79
2023-04-10,Entrepot_Nord,Eclairage,electricite,512.99
2023-10-22,Bureau_Central,Climatisation,electricite,72.94
2023-03-10,Bureau_Central,Bureaux,electricite,674.88
2023-03-03,Usine_B,Production,electricite,783.73
2023-11-09,Usine_B,Production,gaz,574.83
2024-09-24,Usine_A,Production,electricite,680.63
2024-07-01,Usine_A,Production,electricite,669.25
2023-08-13,Usine_A,Production,gaz,359.44
2023-10-27,Entrepot_Nord,Production,electricite,649.31
2024-05-21,Bureau_Central,Climatisation,electricite,431.55
2024-04-25,Entrepot_Nord,Production,gaz,454.34
2023-10-29,Usine_B,Production,gaz,467.65
2024-06-25,Bureau_Central,Bureaux,electricite,227.11
2024-10-10,Bureau_Central,Bureaux,gaz,257.64
2023-04-09,Bureau_Central,Bureaux,gaz,521.32
2023-06-01,Usine_A,Production,electricite,195.94
2023-03-09,Usine_A,Production,electricite,594.38
2023-07-07,Usine_B,Production,electricite,381.22
2024-03-01,Usine_B,Production,electricite,166.89
2024-09-26,Usine_A,Eclairage,electricite,518.42
2024-01-30,Usine_B,Climatisation,electricite,96.4
2023-06-03,Bureau_Central,Bureaux,gaz,504.78
2024-08-08,Usine_B,Production,gaz,260.19
2024-09-26,Entrepot_Nord,Production,electricite,151.8
2023-06-25,Usine_A,Production,electricite,260.81
2024-02-16,Entrepot_Nord,Production,electricite,573.2
2024-07-25,Usine_B,Production,gaz,448.49
2024-05-12,Usine_A,Production,gaz,435.5
2024-01-30,Usine_A,Production,gaz,894.73
2023-10-20,Entrepot_Nord,Eclairage,electricite,125.87
2024-08-23,Usine_B,Production,electricite,405.13
2023-01-18,Entrepot_Nord,Production,electricite,164.5
2023-07-13,Bureau_Central,Climatisation,electricite,446.64
2023-01-28,Bureau_Central,Climatisation,electricite,61.42
2023-07-12,Bureau_Central,Bureaux,gaz,283.93
2024-06-19,Usine_A,Eclairage,electricite,205.56
2024-06-06,Usine_B,Production,electricite,191.23
2024-10-19,Usine_B,Production,gaz,304.42
2023-03-22,Usine_B,Production,electricite,877.48
2024-04-18,Usine_A,Production,electricite,350.47
2024-12-09,Usine_B,Production,gaz,342.91
2023-04-12,Entrepot_Nord,Production,gaz,227.4
2024-06-27,Entrepot_Nord,Production,gaz,414.53
2024-03-03,Bureau_Central,Climatisation,electricite,239.14
2024-06-17,Entrepot_Nord,Production,gaz,404.02
2024-01-20,Entrepot_Nord,Production,gaz,581.22
2024-07-15,Bureau_Central,Climatisation,electricite,401.7
2023-08-25,Entrepot_Nord,Production,electricite,199.7
2023-12-01,Usine_A,Eclairage,electricite,551.79
2024-10-04,Usine_B,Production,gaz,246.83
2023-08-06,Usine_A,Production,electricite,606.29
2023-02-02,Entrepot_Nord,Production,electricite,348.7
2024-09-30,Usine_A,Eclairage,electricite,449.29
2024-05-02,Usine_B,Production,electricite,886.3
2023-01-12,Bureau_Central,Climatisation,electricite,96.37
2024-04-30,Usine_A,Eclairage,electricite,88.55
2023-02-07,Bureau_Central,Bureaux,electricite,123.43
2023-03-01,Bureau_Central,Climatisation,electricite,231.07
2024-02-13,Entrepot_Nord,Production,gaz,1035.57
2023-01-16,Usine_A,Production,electricite,193.26
2024-05-09,Usine_A,Eclairage,electricite,114.57
2023-06-06,Entrepot_Nord,Eclairage,electricite,178.74
2023-01-21,Usine_B,Production,electricite,592.67
2024-06-30,Bureau_Central,Climatisation,electricite,376.61
2024-06-01,Usine_A,Production,gaz,258.08
2024-08-09,Entrepot_Nord,Production,gaz,402.29
2024-10-03,Entrepot_Nord,Production,gaz,362.62
2024-10-29,Entrepot_Nord,Eclairage,electricite,192.03
2024-01-29,Bureau_Central,Bureaux,gaz,438.16
2023-02-23,Entrepot_Nord,Production,gaz,860.37
2023-02-09,Entrepot_Nord,Eclairage,electricite,134.72
2023-09-07,Usine_B,Production,electricite,273.79
2023-08-13,Bureau_Central,Climatisation,electricite,425.09
2023-02-09,Usine_A,Production,electricite,676.36
2023-01-24,Bureau_Central,Bureaux,electricite,430.34
2024-03-16,Bureau_Central,Bureaux,electricite,388.33
2024-11-15,Usine_A,Production,gaz,766.78
2023-08-05,Entrepot_Nord,Eclairage,electricite,434.81
2023-06-06,Usine_A,Production,gaz,499.82
2023-10-07,Entrepot_Nord,Production,electricite,202.94
2024-07-02,Usine_A,Production,electricite,545.89
2023-09-28,Entrepot_Nord,Production,electricite,580.46
2024-10-13,Entrepot_Nord,Production,gaz,464.57
2023-02-17,Bureau_Central,Bureaux,gaz,1041.31
2023-03-12,Entrepot_Nord,Production,gaz,345.29
2024-01-05,Entrepot_Nord,Production,electricite,642.97
2023-05-08,Usine_B,Production,gaz,675.06
2024-07-05,Usine_A,Eclairage,electricite,288.92
2023-08-27,Bureau_Central,Bureaux,electricite,435.24
2024-01-11,Usine_A,Eclairage,electricite,690.74
2024-07-25,Entrepot_Nord,Production,gaz,151.84
2024-05-31,Entrepot_Nord,Eclairage,electricite,830.74
2023-01-30,Usine_B,Production,gaz,566.87
2024-07-12,Bureau_Central,Bureaux,electricite,218.6
2023-08-15,Entrepot_Nord,Eclairage,electricite,190.69
2023-08-01,Usine_A,Production,electricite,655.3
2024-12-15,Entrepot_Nord,Production,gaz,713.68
2024-04-19,Bureau_Central,Bureaux,gaz,489.47
2024-08-18,Usine_A,Production,electricite,496.41
2023-02-01,Usine_B,Climatisation,electricite,72.27
2023-05-04,Usine_B,Production,gaz,245.15
2023-01-22,Bureau_Central,Bureaux,gaz,1026.85
2023-06-15,Usine_B,Climatisation,electricite,408.68
2024-06-17,Usine_B,Production,electricite,665.09
2024-07-23,Entrepot_Nord,Production,electricite,681.19
2024-08-06,Usine_B,Production,gaz,351.24
2023-12-08,Usine_A,Eclairage,electricite,233.22
2023-09-14,Usine_B,Production,electricite,698.81
2024-01-04,Usine_B,Climatisation,electricite,83.98
2024-11-13,Bureau_Central,Bureaux,electricite,653.0
2024-11-02,Entrepot_Nord,Production,electricite,607.0
2024-10-18,Bureau_Central,Bureaux,gaz,630.95
2024-05-25,Bureau_Central,Climatisation,electricite,610.89
2023-08-06,Usine_B,Production,gaz,391.95
2024-09-11,Bureau_Central,Bureaux,electricite,531.84
2023-09-30,Bureau_Central,Bureaux,electricite,294.91
2023-04-20,Bureau_Central,Climatisation,electricite,483.28
2023-03-09,Usine_B,Production,gaz,864.89
2024-09-26,Usine_A,Production,gaz,403.09
2024-06-30,Bureau_Central,Bureaux,electricite,763.01
2023-03-19,Bureau_Central,Bureaux,gaz,874.81
2024-01-05,Usine_B,Production,gaz,313.9
2024-06-13,Entrepot_Nord,Eclairage,electricite,314.61
2023-08-07,Entrepot_Nord,Production,gaz,430.36
2023-02-05,Entrepot_Nord,Eclairage,electricite,589.68
2023-05-05,Usine_A,Production,gaz,258.88
2023-07-13,Entrepot_Nord,Eclairage,electricite,621.58
2023-03-13,Bureau_Central,Climatisation,electricite,188.12
2024-09-14,Entrepot_Nord,Production,gaz,595.73
2024-03-14,Usine_A,Eclairage,electricite,418.17
2023-02-21,Usine_B,Climatisation,electricite,53.67
2023-01-30,Usine_A,Production,electricite,437.59
2024-08-04,Entrepot_Nord,Eclairage,electricite,714.44
2023-01-10,Bureau_Central,Climatisation,electricite,112.1
2024-09-29,Usine_B,Climatisation,electricite,492.69
2024-09-16,Bureau_Central,Bureaux,electricite,825.14
2024-11-02,Usine_A,Eclairage,electricite,892.67
2023-05-09,Bureau_Central,Climatisation,electricite,359.2
2024-02-12,Usine_B,Production,electricite,642.27
2024-05-08,Entrepot_Nord,Production,gaz,400.46
2023-07-25,Bureau_Central,Bureaux,electricite,852.4
2024-08-08,Usine_B,Climatisation,electricite,457.72
2024-09-27,Bureau_Central,Bureaux,gaz,466.5
2023-01-01,Usine_B,Production,gaz,1228.84
2024-06-10,Usine_B,Production,electricite,262.84
2023-11-16,Usine_B,Production,gaz,936.81
2023-01-26,Usine_B,Production,gaz,387.72
2024-08-14,Bureau_Central,Climatisation,electricite,688.06
2024-02-09,Bureau_Central,Climatisation,electricite,113.86
2024-06-07,Bureau_Central,Bureaux,gaz,553.54
2024-04-06,Bureau_Central,Bureaux,gaz,843.35
2024-07-04,Bureau_Central,Bureaux,gaz,454.66
2023-05-17,Bureau_Central,Bureaux,electricite,691.28
2023-05-30,Usine_B,Production,gaz,353.74
2023-04-24,Entrepot_Nord,Production,electricite,341.88
2023-04-19,Usine_B,Production,electricite,465.48
2024-08-16,Usine_A,Eclairage,electricite,316.35
2024-03-29,Usine_B,Production,gaz,908.61
2024-12-03,Bureau_Central,Climatisation,electricite,173.28
2023-07-18,Bureau_Central,Climatisation,electricite,625.34
2023-12-10,Usine_A,Eclairage,electricite,428.06
2023-01-19,Usine_B,Climatisation,electricite,44.64
2023-08-26,Usine_B,Production,gaz,253.95
2024-11-06,Usine_B,Production,gaz,827.25
2023-12-17,Usine_B,Production,gaz,343.97
