date,batiment,zone,kwh,temperature_ext,occupation_pct,type_energie
2025-06-17,Usine Sud,Production,240.15,23.29,25.3,electricite
2025-06-17,Usine Sud,Tertiaire,20.49,23.29,25.3,gaz
2025-06-17,Usine Sud,Tertiaire,25.35,23.29,25.3,electricite
2025-06-17,Usine Sud,Logistique,21.02,23.29,25.3,gaz
2025-06-17,Usine Sud,Logistique,23.98,23.29,25.3,electricite
2025-06-18,Usine Nord,Production,90.33,23.84,67.9,gaz
2025-06-18,Usine Nord,Tertiaire,39.53,23.84,67.9,electricite
2025-06-18,Usine Nord,Logistique,23.46,23.84,67.9,gaz
2025-06-18,Usine Nord,Maintenance,15.83,23.84,67.9,gaz
2025-06-18,Usine Sud,Production,83.42,23.84,67.9,gaz
2025-06-18,Usine Sud,Logistique,23.87,23.84,67.9,gaz
2025-06-19,Usine Nord,Production,90.46,23.76,82.9,gaz
2025-06-19,Usine Nord,Tertiaire,19.0,23.76,82.9,gaz
2025-06-19,Usine Nord,Tertiaire,25.59,23.76,82.9,electricite
2025-06-19,Usine Nord,Maintenance,12.62,23.76,82.9,gaz
2025-06-19,Usine Nord,Maintenance,20.11,23.76,82.9,electricite
2025-06-19,Usine Sud,Production,82.99,23.76,82.9,gaz
2025-06-19,Usine Sud,Tertiaire,19.66,23.76,82.9,gaz
2025-06-19,Usine Sud,Logistique,21.2,23.76,82.9,gaz
2025-06-19,Usine Sud,Logistique,46.12,23.76,82.9,electricite
2025-06-20,Usine Nord,Tertiaire,45.35,18.36,99.4,gaz
2025-06-20,Usine Nord,Logistique,22.13,18.36,99.4,electricite
2025-06-20,Usine Nord,Maintenance,45.67,18.36,99.4,gaz
2025-06-20,Usine Nord,Maintenance,6.16,18.36,99.4,electricite
2025-06-20,Usine Sud,Logistique,41.02,18.36,99.4,gaz
2025-06-21,Usine Nord,Production,124.11,16.97,74.4,gaz
2025-06-21,Usine Nord,Tertiaire,33.78,16.97,74.4,electricite
2025-06-21,Usine Nord,Logistique,52.27,16.97,74.4,gaz
2025-06-21,Usine Nord,Maintenance,45.72,16.97,74.4,gaz
2025-06-21,Usine Nord,Maintenance,23.99,16.97,74.4,electricite
2025-06-21,Usine Sud,Tertiaire,48.68,16.97,74.4,gaz
2025-06-21,Usine Sud,Logistique,54.36,16.97,74.4,gaz
2025-06-21,Usine Sud,Maintenance,45.48,16.97,74.4,gaz
2025-06-21,Usine Sud,Maintenance,23.17,16.97,74.4,electricite
2025-06-22,Usine Nord,Production,230.85,21.58,47.5,electricite
2025-06-22,Usine Nord,Tertiaire,19.33,21.58,47.5,gaz
2025-06-22,Usine Nord,Tertiaire,23.82,21.58,47.5,electricite
2025-06-22,Usine Nord,Logistique,28.28,21.58,47.5,gaz
2025-06-22,Usine Sud,Production,98.68,21.58,47.5,gaz
2025-06-22,Usine Sud,Tertiaire,26.18,21.58,47.5,electricite
2025-06-22,Usine Sud,Logistique,15.69,21.58,47.5,electricite
2025-06-22,Usine Sud,Maintenance,28.72,21.58,47.5,gaz
2025-06-22,Usine Sud,Maintenance,40.86,21.58,47.5,electricite
2025-06-23,Usine Nord,Production,236.88,22.81,30.1,electricite
2025-06-23,Usine Nord,Logistique,23.38,22.81,30.1,gaz
2025-06-23,Usine Nord,Logistique,45.86,22.81,30.1,electricite
2025-06-23,Usine Nord,Maintenance,19.7,22.81,30.1,gaz
2025-06-23,Usine Nord,Maintenance,37.85,22.81,30.1,electricite
2025-06-23,Usine Sud,Tertiaire,20.69,22.81,30.1,gaz
2025-06-23,Usine Sud,Tertiaire,39.25,22.81,30.1,electricite
2025-06-23,Usine Sud,Logistique,44.91,22.81,30.1,electricite
2025-06-23,Usine Sud,Maintenance,20.67,22.81,30.1,gaz
2025-06-24,Usine Nord,Tertiaire,24.08,22.08,38.8,gaz
2025-06-24,Usine Nord,Tertiaire,24.58,22.08,38.8,electricite
2025-06-24,Usine Nord,Logistique,26.83,22.08,38.8,gaz
2025-06-24,Usine Nord,Logistique,36.51,22.08,38.8,electricite
2025-06-24,Usine Nord,Maintenance,22.98,22.08,38.8,electricite
2025-06-24,Usine Sud,Tertiaire,25.14,22.08,38.8,gaz
2025-06-24,Usine Sud,Maintenance,19.57,22.08,38.8,gaz
2025-06-24,Usine Sud,Maintenance,15.5,22.08,38.8,electricite
2025-06-25,Usine Nord,Tertiaire,18.29,23.84,56.8,gaz
2025-06-25,Usine Nord,Tertiaire,36.84,23.84,56.8,electricite
2025-06-25,Usine Nord,Logistique,17.12,23.84,56.8,gaz
2025-06-25,Usine Nord,Maintenance,13.99,23.84,56.8,gaz
2025-06-25,Usine Nord,Maintenance,26.28,23.84,56.8,electricite
2025-06-25,Usine Sud,Production,89.22,23.84,56.8,gaz
2025-06-25,Usine Sud,Tertiaire,12.83,23.84,56.8,gaz
2025-06-26,Usine Nord,Tertiaire,22.78,24.05,83.7,electricite
2025-06-26,Usine Nord,Logistique,18.96,24.05,83.7,gaz
2025-06-26,Usine Nord,Logistique,33.54,24.05,83.7,electricite
2025-06-26,Usine Sud,Production,82.9,24.05,83.7,gaz
2025-06-26,Usine Sud,Tertiaire,19.09,24.05,83.7,gaz
2025-06-26,Usine Sud,Maintenance,34.66,24.05,83.7,electricite
2025-06-27,Usine Nord,Production,76.28,25.39,85.2,gaz
2025-06-27,Usine Nord,Logistique,10.88,25.39,85.2,gaz
2025-06-27,Usine Nord,Maintenance,10.64,25.39,85.2,gaz
2025-06-27,Usine Nord,Maintenance,28.79,25.39,85.2,electricite
2025-06-27,Usine Sud,Production,77.96,25.39,85.2,gaz
2025-06-28,Usine Nord,Production,235.53,24.03,73.2,electricite
2025-06-28,Usine Nord,Maintenance,15.6,24.03,73.2,gaz
2025-06-28,Usine Sud,Production,244.26,24.03,73.2,electricite
2025-06-28,Usine Sud,Maintenance,15.16,24.03,73.2,gaz
2025-06-29,Usine Sud,Production,223.06,16.87,44.7,electricite
2025-06-29,Usine Sud,Logistique,51.25,16.87,44.7,gaz
2025-06-30,Usine Nord,Production,237.97,19.72,35.6,electricite
2025-06-30,Usine Nord,Tertiaire,33.33,19.72,35.6,electricite
2025-06-30,Usine Nord,Maintenance,31.0,19.72,35.6,gaz
2025-06-30,Usine Nord,Maintenance,22.97,19.72,35.6,electricite
2025-06-30,Usine Sud,Production,235.64,19.72,35.6,electricite
2025-06-30,Usine Sud,Logistique,35.9,19.72,35.6,gaz
2025-06-30,Usine Sud,Maintenance,38.35,19.72,35.6,electricite
2025-07-01,Usine Nord,Tertiaire,29.88,21.13,45.5,gaz
2025-07-01,Usine Nord,Logistique,27.52,21.13,45.5,gaz
2025-07-01,Usine Nord,Logistique,43.72,21.13,45.5,electricite
2025-07-01,Usine Sud,Tertiaire,37.02,21.13,45.5,electricite
2025-07-01,Usine Sud,Logistique,55.52,21.13,45.5,electricite
2025-07-01,Usine Sud,Maintenance,45.61,21.13,45.5,electricite
2025-07-02,Usine Nord,Tertiaire,0.5,27.37,56.7,gaz
2025-07-02,Usine Nord,Logistique,2.5,27.37,56.7,gaz
2025-07-02,Usine Sud,Tertiaire,2.42,27.37,56.7,gaz
2025-07-02,Usine Sud,Maintenance,28.02,27.37,56.7,electricite
2025-07-03,Usine Nord,Production,242.1,19.78,74.3,electricite
2025-07-03,Usine Nord,Tertiaire,43.13,19.78,74.3,electricite
2025-07-03,Usine Nord,Logistique,38.04,19.78,74.3,gaz
2025-07-03,Usine Sud,Production,112.13,19.78,74.3,gaz
2025-07-03,Usine Sud,Production,239.38,19.78,74.3,electricite
2025-07-03,Usine Sud,Tertiaire,29.34,19.78,74.3,electricite
2025-07-03,Usine Sud,Logistique,30.66,19.78,74.3,electricite
2025-07-03,Usine Sud,Maintenance,9.27,19.78,74.3,electricite
2025-07-04,Usine Nord,Production,97.48,20.96,92.6,gaz
2025-07-04,Usine Nord,Maintenance,29.24,20.96,92.6,electricite
2025-07-04,Usine Sud,Production,101.23,20.96,92.6,gaz
2025-07-04,Usine Sud,Tertiaire,31.47,20.96,92.6,gaz
2025-07-04,Usine Sud,Tertiaire,38.37,20.96,92.6,electricite
2025-07-04,Usine Sud,Logistique,33.79,20.96,92.6,gaz
2025-07-04,Usine Sud,Logistique,28.89,20.96,92.6,electricite
2025-07-04,Usine Sud,Maintenance,33.48,20.96,92.6,gaz
2025-07-04,Usine Sud,Maintenance,26.51,20.96,92.6,electricite
2025-07-05,Usine Nord,Production,251.4,21.24,71.3,electricite
2025-07-05,Usine Nord,Tertiaire,23.84,21.24,71.3,electricite
2025-07-05,Usine Nord,Logistique,28.48,21.24,71.3,gaz
2025-07-05,Usine Sud,Tertiaire,26.66,21.24,71.3,gaz
2025-07-05,Usine Sud,Tertiaire,43.3,21.24,71.3,electricite
2025-07-05,Usine Sud,Logistique,55.44,21.24,71.3,electricite
2025-07-06,Usine Nord,Maintenance,14.83,24.06,44.5,gaz
2025-07-06,Usine Sud,Production,81.68,24.06,44.5,gaz
2025-07-06,Usine Sud,Production,249.79,24.06,44.5,electricite
2025-07-06,Usine Sud,Logistique,15.83,24.06,44.5,gaz
2025-07-07,Usine Nord,Production,96.37,21.0,45.0,gaz
2025-07-07,Usine Nord,Tertiaire,27.94,21.0,45.0,gaz
2025-07-07,Usine Nord,Tertiaire,23.06,21.0,45.0,electricite
2025-07-07,Usine Nord,Logistique,26.36,21.0,45.0,electricite
2025-07-07,Usine Nord,Maintenance,31.84,21.0,45.0,gaz
2025-07-07,Usine Nord,Maintenance,23.36,21.0,45.0,electricite
2025-07-07,Usine Sud,Production,237.12,21.0,45.0,electricite
2025-07-07,Usine Sud,Tertiaire,17.55,21.0,45.0,electricite
2025-07-07,Usine Sud,Logistique,31.39,21.0,45.0,gaz
2025-07-07,Usine Sud,Maintenance,26.99,21.0,45.0,electricite
2025-07-08,Usine Nord,Production,94.19,22.81,39.7,gaz
2025-07-08,Usine Nord,Logistique,23.68,22.81,39.7,gaz
2025-07-08,Usine Nord,Maintenance,36.28,22.81,39.7,electricite
2025-07-08,Usine Sud,Production,90.26,22.81,39.7,gaz
2025-07-08,Usine Sud,Production,230.18,22.81,39.7,electricite
2025-07-08,Usine Sud,Tertiaire,38.95,22.81,39.7,electricite
2025-07-08,Usine Sud,Logistique,46.16,22.81,39.7,electricite
2025-07-08,Usine Sud,Maintenance,12.77,22.81,39.7,electricite
2025-07-09,Usine Nord,Maintenance,35.26,17.82,43.4,electricite
2025-07-09,Usine Sud,Production,116.76,17.82,43.4,gaz
2025-07-09,Usine Sud,Production,237.87,17.82,43.4,electricite
2025-07-09,Usine Sud,Tertiaire,43.55,17.82,43.4,electricite
2025-07-09,Usine Sud,Maintenance,28.24,17.82,43.4,electricite
2025-07-10,Usine Nord,Production,90.74,22.27,78.8,gaz
2025-07-10,Usine Nord,Tertiaire,18.82,22.27,78.8,gaz
2025-07-10,Usine Nord,Tertiaire,27.45,22.27,78.8,electricite
2025-07-10,Usine Nord,Logistique,21.03,22.27,78.8,gaz
2025-07-10,Usine Nord,Maintenance,24.55,22.27,78.8,electricite
2025-07-10,Usine Sud,Production,97.22,22.27,78.8,gaz
2025-07-10,Usine Sud,Logistique,28.06,22.27,78.8,gaz
2025-07-10,Usine Sud,Maintenance,28.31,22.27,78.8,electricite
2025-07-11,Usine Nord,Production,251.09,25.51,94.8,electricite
2025-07-11,Usine Nord,Logistique,10.51,25.51,94.8,gaz
2025-07-11,Usine Nord,Maintenance,43.33,25.51,94.8,electricite
2025-07-11,Usine Sud,Production,81.05,25.51,94.8,gaz
2025-07-11,Usine Sud,Production,242.88,25.51,94.8,electricite
2025-07-11,Usine Sud,Tertiaire,27.54,25.51,94.8,electricite
2025-07-11,Usine Sud,Logistique,10.53,25.51,94.8,gaz
2025-07-11,Usine Sud,Maintenance,7.89,25.51,94.8,gaz
2025-07-11,Usine Sud,Maintenance,32.72,25.51,94.8,electricite
2025-07-12,Usine Nord,Production,255.93,23.7,68.4,electricite
2025-07-12,Usine Nord,Tertiaire,15.78,23.7,68.4,gaz
2025-07-12,Usine Nord,Tertiaire,37.64,23.7,68.4,electricite
2025-07-12,Usine Nord,Logistique,13.89,23.7,68.4,gaz
2025-07-12,Usine Nord,Logistique,40.54,23.7,68.4,electricite
2025-07-12,Usine Nord,Maintenance,12.21,23.7,68.4,gaz
2025-07-12,Usine Nord,Maintenance,5.47,23.7,68.4,electricite
2025-07-12,Usine Sud,Production,86.83,23.7,68.4,gaz
2025-07-12,Usine Sud,Logistique,15.21,23.7,68.4,gaz
2025-07-12,Usine Sud,Logistique,37.5,23.7,68.4,electricite
2025-07-12,Usine Sud,Maintenance,23.29,23.7,68.4,electricite
2025-07-13,Usine Nord,Tertiaire,45.29,21.3,44.2,electricite
2025-07-13,Usine Nord,Maintenance,26.24,21.3,44.2,electricite
2025-07-13,Usine Sud,Production,98.48,21.3,44.2,gaz
2025-07-13,Usine Sud,Production,226.42,21.3,44.2,electricite
2025-07-13,Usine Sud,Tertiaire,31.16,21.3,44.2,gaz
2025-07-13,Usine Sud,Logistique,51.03,21.3,44.2,electricite
2025-07-13,Usine Sud,Maintenance,24.07,21.3,44.2,gaz
2025-07-14,Usine Nord,Production,84.82,24.56,34.5,gaz
2025-07-14,Usine Nord,Logistique,15.32,24.56,34.5,gaz
2025-07-14,Usine Nord,Logistique,50.36,24.56,34.5,electricite
2025-07-14,Usine Nord,Maintenance,27.66,24.56,34.5,electricite
2025-07-14,Usine Sud,Logistique,35.42,24.56,34.5,electricite
2025-07-14,Usine Sud,Maintenance,7.58,24.56,34.5,gaz
2025-07-15,Usine Nord,Production,88.04,24.5,32.8,gaz
2025-07-15,Usine Nord,Production,252.01,24.5,32.8,electricite
2025-07-15,Usine Nord,Tertiaire,15.67,24.5,32.8,electricite
2025-07-15,Usine Nord,Logistique,4.93,24.5,32.8,gaz
2025-07-15,Usine Sud,Production,83.26,24.5,32.8,gaz
2025-07-15,Usine Sud,Production,240.09,24.5,32.8,electricite
2025-07-15,Usine Sud,Tertiaire,12.3,24.5,32.8,gaz
2025-07-15,Usine Sud,Tertiaire,48.68,24.5,32.8,electricite
2025-07-15,Usine Sud,Logistique,15.39,24.5,32.8,gaz
2025-07-15,Usine Sud,Maintenance,13.04,24.5,32.8,gaz
2025-07-16,Usine Nord,Production,87.6,23.18,60.6,gaz
2025-07-16,Usine Nord,Logistique,24.83,23.18,60.6,gaz
2025-07-16,Usine Nord,Logistique,35.37,23.18,60.6,electricite
2025-07-16,Usine Sud,Production,247.36,23.18,60.6,electricite
2025-07-16,Usine Sud,Logistique,25.45,23.18,60.6,gaz
2025-07-16,Usine Sud,Logistique,35.89,23.18,60.6,electricite
2025-07-16,Usine Sud,Maintenance,15.75,23.18,60.6,electricite
2025-07-17,Usine Nord,Production,82.12,24.0,87.3,gaz
2025-07-17,Usine Nord,Tertiaire,14.4,24.0,87.3,gaz
2025-07-17,Usine Nord,Tertiaire,33.73,24.0,87.3,electricite
2025-07-17,Usine Nord,Logistique,19.26,24.0,87.3,gaz
2025-07-17,Usine Nord,Logistique,32.47,24.0,87.3,electricite
2025-07-17,Usine Nord,Maintenance,33.44,24.0,87.3,electricite
2025-07-17,Usine Sud,Tertiaire,39.82,24.0,87.3,electricite
2025-07-17,Usine Sud,Maintenance,21.9,24.0,87.3,electricite
2025-07-18,Usine Nord,Tertiaire,18.53,25.07,87.8,electricite
2025-07-18,Usine Nord,Logistique,8.71,25.07,87.8,gaz
2025-07-18,Usine Nord,Logistique,40.16,25.07,87.8,electricite
2025-07-18,Usine Nord,Maintenance,6.81,25.07,87.8,gaz
2025-07-18,Usine Nord,Maintenance,28.63,25.07,87.8,electricite
2025-07-18,Usine Sud,Logistique,14.4,25.07,87.8,gaz
2025-07-18,Usine Sud,Maintenance,3.54,25.07,87.8,gaz
2025-07-19,Usine Nord,Maintenance,2.49,19.7,73.3,electricite
2025-07-19,Usine Sud,Tertiaire,34.67,19.7,73.3,gaz
2025-07-19,Usine Sud,Logistique,39.43,19.7,73.3,electricite
2025-07-20,Usine Nord,Logistique,41.01,20.03,45.8,electricite
2025-07-20,Usine Nord,Maintenance,24.23,20.03,45.8,electricite
2025-07-20,Usine Sud,Production,233.92,20.03,45.8,electricite
2025-07-20,Usine Sud,Tertiaire,34.61,20.03,45.8,gaz
2025-07-20,Usine Sud,Tertiaire,26.16,20.03,45.8,electricite
2025-07-20,Usine Sud,Maintenance,28.93,20.03,45.8,electricite
2025-07-21,Usine Nord,Production,225.71,23.78,43.0,electricite
2025-07-21,Usine Nord,Tertiaire,40.2,23.78,43.0,electricite
2025-07-21,Usine Nord,Logistique,19.14,23.78,43.0,gaz
2025-07-21,Usine Nord,Logistique,33.39,23.78,43.0,electricite
2025-07-21,Usine Nord,Maintenance,9.66,23.78,43.0,gaz
2025-07-21,Usine Nord,Maintenance,19.03,23.78,43.0,electricite
2025-07-21,Usine Sud,Production,83.35,23.78,43.0,gaz
2025-07-21,Usine Sud,Tertiaire,23.82,23.78,43.0,electricite
2025-07-21,Usine Sud,Maintenance,13.14,23.78,43.0,electricite
2025-07-22,Usine Nord,Production,230.75,26.92,28.5,electricite
2025-07-22,Usine Nord,Tertiaire,0.5,26.92,28.5,gaz
2025-07-22,Usine Nord,Tertiaire,42.56,26.92,28.5,electricite
2025-07-22,Usine Nord,Logistique,2.29,26.92,28.5,gaz
2025-07-22,Usine Sud,Logistique,25.42,26.92,28.5,electricite
2025-07-22,Usine Sud,Maintenance,0.5,26.92,28.5,gaz
2025-07-23,Usine Nord,Production,100.96,21.42,53.5,gaz
2025-07-23,Usine Nord,Logistique,56.84,21.42,53.5,electricite
2025-07-23,Usine Nord,Maintenance,23.92,21.42,53.5,gaz
2025-07-23,Usine Nord,Maintenance,12.62,21.42,53.5,electricite
2025-07-23,Usine Sud,Tertiaire,31.16,21.42,53.5,gaz
2025-07-23,Usine Sud,Tertiaire,30.81,21.42,53.5,electricite
2025-07-23,Usine Sud,Maintenance,39.07,21.42,53.5,electricite
2025-07-24,Usine Nord,Production,115.34,18.6,82.1,gaz
2025-07-24,Usine Nord,Production,239.87,18.6,82.1,electricite
2025-07-24,Usine Nord,Tertiaire,36.88,18.6,82.1,gaz
2025-07-24,Usine Nord,Maintenance,26.67,18.6,82.1,electricite
2025-07-24,Usine Sud,Tertiaire,38.9,18.6,82.1,gaz
2025-07-24,Usine Sud,Logistique,27.11,18.6,82.1,electricite
2025-07-24,Usine Sud,Maintenance,22.79,18.6,82.1,electricite
2025-07-25,Usine Nord,Production,76.54,25.34,89.9,gaz
2025-07-25,Usine Nord,Production,242.48,25.34,89.9,electricite
2025-07-25,Usine Nord,Logistique,34.95,25.34,89.9,electricite
2025-07-25,Usine Sud,Tertiaire,12.52,25.34,89.9,gaz
2025-07-25,Usine Sud,Logistique,13.93,25.34,89.9,gaz
2025-07-25,Usine Sud,Logistique,29.48,25.34,89.9,electricite
2025-07-25,Usine Sud,Maintenance,7.04,25.34,89.9,gaz
2025-07-26,Usine Nord,Production,248.56,20.65,69.8,electricite
2025-07-26,Usine Nord,Logistique,40.38,20.65,69.8,electricite
2025-07-26,Usine Nord,Maintenance,29.47,20.65,69.8,gaz
2025-07-26,Usine Sud,Tertiaire,34.02,20.65,69.8,electricite
2025-07-26,Usine Sud,Logistique,48.17,20.65,69.8,electricite
2025-07-26,Usine Sud,Maintenance,36.01,20.65,69.8,electricite
2025-07-27,Usine Nord,Production,,20.34,55.4,gaz
2025-07-27,Usine Nord,Production,254.18,20.34,55.4,electricite
2025-07-27,Usine Nord,Logistique,34.96,20.34,55.4,gaz
2025-07-27,Usine Nord,Maintenance,22.73,20.34,55.4,electricite
2025-07-27,Usine Sud,Production,101.47,20.34,55.4,gaz
2025-07-27,Usine Sud,Tertiaire,35.18,20.34,55.4,gaz
2025-07-27,Usine Sud,Tertiaire,26.41,20.34,55.4,electricite
2025-07-27,Usine Sud,Logistique,48.18,20.34,55.4,electricite
2025-07-27,Usine Sud,Maintenance,16.96,20.34,55.4,electricite
2025-07-28,Usine Nord,Production,131.16,14.36,34.2,gaz
2025-07-28,Usine Nord,Tertiaire,71.78,14.36,34.2,gaz
2025-07-28,Usine Nord,Logistique,32.35,14.36,34.2,electricite
2025-07-28,Usine Sud,Tertiaire,29.3,14.36,34.2,electricite
2025-07-28,Usine Sud,Logistique,57.91,14.36,34.2,gaz
2025-07-28,Usine Sud,Maintenance,60.4,14.36,34.2,gaz
2025-07-28,Usine Sud,Maintenance,23.22,14.36,34.2,electricite
2025-07-29,Usine Nord,Logistique,31.29,21.03,38.0,gaz
2025-07-29,Usine Nord,Maintenance,,21.03,38.0,gaz
2025-07-29,Usine Sud,Production,95.02,21.03,38.0,gaz
2025-07-29,Usine Sud,Production,242.94,21.03,38.0,electricite
2025-07-29,Usine Sud,Tertiaire,15.34,21.03,38.0,electricite
2025-07-29,Usine Sud,Maintenance,25.35,21.03,38.0,gaz
2025-07-30,Usine Nord,Production,222.63,23.17,54.8,electricite
2025-07-30,Usine Nord,Tertiaire,16.88,23.17,54.8,gaz
2025-07-30,Usine Nord,Tertiaire,27.39,23.17,54.8,electricite
2025-07-30,Usine Sud,Tertiaire,12.8,23.17,54.8,gaz
2025-07-30,Usine Sud,Tertiaire,21.24,23.17,54.8,electricite
2025-07-30,Usine Sud,Logistique,20.9,23.17,54.8,gaz
2025-07-31,Usine Nord,Production,252.14,18.28,82.7,electricite
2025-07-31,Usine Nord,Tertiaire,40.96,18.28,82.7,gaz
2025-07-31,Usine Nord,Tertiaire,32.13,18.28,82.7,electricite
2025-07-31,Usine Nord,Logistique,49.72,18.28,82.7,gaz
2025-07-31,Usine Sud,Production,113.44,18.28,82.7,gaz
2025-07-31,Usine Sud,Production,230.65,18.28,82.7,electricite
2025-07-31,Usine Sud,Logistique,48.37,18.28,82.7,gaz
2025-07-31,Usine Sud,Logistique,40.6,18.28,82.7,electricite
2025-07-31,Usine Sud,Maintenance,43.61,18.28,82.7,gaz
2025-08-01,Usine Nord,Production,85.76,23.88,90.1,gaz
2025-08-01,Usine Nord,Production,252.06,23.88,90.1,electricite
2025-08-01,Usine Nord,Logistique,20.94,23.88,90.1,gaz
2025-08-01,Usine Nord,Maintenance,27.75,23.88,90.1,electricite
2025-08-01,Usine Sud,Tertiaire,17.44,23.88,90.1,gaz
2025-08-01,Usine Sud,Tertiaire,53.9,23.88,90.1,electricite
2025-08-01,Usine Sud,Logistique,24.71,23.88,90.1,gaz
2025-08-01,Usine Sud,Logistique,39.27,23.88,90.1,electricite
2025-08-01,Usine Sud,Maintenance,0.5,23.88,90.1,electricite
2025-08-02,Usine Nord,Production,224.27,18.02,74.2,electricite
2025-08-02,Usine Nord,Tertiaire,29.32,18.02,74.2,electricite
2025-08-02,Usine Nord,Maintenance,40.41,18.02,74.2,gaz
2025-08-02,Usine Sud,Maintenance,37.92,18.02,74.2,gaz
2025-08-02,Usine Sud,Maintenance,19.39,18.02,74.2,electricite
2025-08-03,Usine Nord,Production,108.17,19.17,45.2,gaz
2025-08-03,Usine Nord,Tertiaire,45.12,19.17,45.2,electricite
2025-08-03,Usine Nord,Logistique,42.88,19.17,45.2,gaz
2025-08-03,Usine Nord,Maintenance,14.43,19.17,45.2,electricite
2025-08-03,Usine Sud,Production,111.24,19.17,45.2,gaz
2025-08-03,Usine Sud,Tertiaire,40.95,19.17,45.2,gaz
2025-08-03,Usine Sud,Logistique,12.62,19.17,45.2,electricite
2025-08-03,Usine Sud,Maintenance,33.69,19.17,45.2,gaz
2025-08-03,Usine Sud,Maintenance,45.22,19.17,45.2,electricite
2025-08-04,Usine Nord,Production,115.68,18.03,27.7,gaz
2025-08-04,Usine Nord,Tertiaire,46.05,18.03,27.7,gaz
2025-08-04,Usine Nord,Logistique,46.95,18.03,27.7,gaz
2025-08-04,Usine Nord,Maintenance,39.66,18.03,27.7,gaz
2025-08-04,Usine Sud,Production,117.0,18.03,27.7,gaz
2025-08-04,Usine Sud,Production,249.85,18.03,27.7,electricite
2025-08-04,Usine Sud,Tertiaire,20.62,18.03,27.7,electricite
2025-08-05,Usine Nord,Production,243.91,18.11,35.9,electricite
2025-08-05,Usine Nord,Maintenance,24.26,18.11,35.9,electricite
2025-08-05,Usine Sud,Production,111.86,18.11,35.9,gaz
2025-08-05,Usine Sud,Production,249.15,18.11,35.9,electricite
2025-08-05,Usine Sud,Tertiaire,33.76,18.11,35.9,electricite
2025-08-05,Usine Sud,Maintenance,43.02,18.11,35.9,gaz
2025-08-06,Usine Nord,Production,231.7,16.24,66.4,electricite
2025-08-06,Usine Nord,Logistique,28.35,16.24,66.4,electricite
2025-08-06,Usine Nord,Maintenance,43.39,16.24,66.4,gaz
2025-08-06,Usine Sud,Production,126.11,16.24,66.4,gaz
2025-08-06,Usine Sud,Production,234.58,16.24,66.4,electricite
2025-08-06,Usine Sud,Logistique,53.76,16.24,66.4,gaz
2025-08-06,Usine Sud,Logistique,42.02,16.24,66.4,electricite
2025-08-07,Usine Nord,Production,108.22,19.57,79.4,gaz
2025-08-07,Usine Nord,Tertiaire,41.86,19.57,79.4,gaz
2025-08-07,Usine Nord,Logistique,40.34,19.57,79.4,gaz
2025-08-07,Usine Nord,Maintenance,41.59,19.57,79.4,gaz
2025-08-07,Usine Sud,Production,247.65,19.57,79.4,electricite
2025-08-07,Usine Sud,Tertiaire,16.7,19.57,79.4,electricite
2025-08-08,Usine Nord,Production,107.16,19.26,95.7,gaz
2025-08-08,Usine Nord,Production,234.83,19.26,95.7,electricite
2025-08-08,Usine Nord,Logistique,33.9,19.26,95.7,electricite
2025-08-08,Usine Sud,Logistique,35.96,19.26,95.7,gaz
2025-08-08,Usine Sud,Maintenance,35.58,19.26,95.7,gaz
2025-08-09,Usine Nord,Production,114.34,19.48,71.1,gaz
2025-08-09,Usine Nord,Tertiaire,39.64,19.48,71.1,gaz
2025-08-09,Usine Nord,Tertiaire,29.76,19.48,71.1,electricite
2025-08-09,Usine Nord,Logistique,47.75,19.48,71.1,electricite
2025-08-09,Usine Sud,Production,102.41,19.48,71.1,gaz
2025-08-09,Usine Sud,Production,257.92,19.48,71.1,electricite
2025-08-09,Usine Sud,Maintenance,37.5,19.48,71.1,gaz
2025-08-09,Usine Sud,Maintenance,23.48,19.48,71.1,electricite
2025-08-10,Usine Nord,Production,93.46,20.87,48.2,gaz
2025-08-10,Usine Nord,Tertiaire,33.56,20.87,48.2,gaz
2025-08-10,Usine Nord,Tertiaire,0.58,20.87,48.2,electricite
2025-08-10,Usine Sud,Production,101.35,20.87,48.2,gaz
2025-08-10,Usine Sud,Production,237.51,20.87,48.2,electricite
2025-08-10,Usine Sud,Tertiaire,25.3,20.87,48.2,gaz
2025-08-10,Usine Sud,Logistique,37.12,20.87,48.2,electricite
2025-08-10,Usine Sud,Maintenance,31.37,20.87,48.2,gaz
2025-08-11,Usine Nord,Tertiaire,64.53,15.14,31.3,gaz
2025-08-11,Usine Nord,Logistique,65.93,15.14,31.3,gaz
2025-08-11,Usine Sud,Tertiaire,55.57,15.14,31.3,gaz
2025-08-11,Usine Sud,Tertiaire,19.21,15.14,31.3,electricite
2025-08-11,Usine Sud,Logistique,60.46,15.14,31.3,gaz
2025-08-11,Usine Sud,Maintenance,50.72,15.14,31.3,gaz
2025-08-11,Usine Sud,Maintenance,19.13,15.14,31.3,electricite
2025-08-12,Usine Nord,Tertiaire,46.94,21.51,33.2,electricite
2025-08-12,Usine Nord,Maintenance,27.64,21.51,33.2,gaz
2025-08-12,Usine Sud,Production,220.12,21.51,33.2,electricite
2025-08-12,Usine Sud,Tertiaire,34.6,21.51,33.2,electricite
2025-08-12,Usine Sud,Logistique,29.92,21.51,33.2,gaz
2025-08-12,Usine Sud,Logistique,37.68,21.51,33.2,electricite
2025-08-12,Usine Sud,Maintenance,23.16,21.51,33.2,gaz
